respondent_id,현재 함께 거주하고 있는 인원 구성은 어떻게 되나요?,현재의 결혼/동거 상태를 가장 잘 설명하는 항목을 선택해주세요.,,안방(침실)에서 침대에 앉아 기대어 생활하는 빈도는 어느 정도인가요?,"침대에 기대어 생활하는 경우, 보통 한 번에 얼마나 오래 머무르시나요?",침대에 기대어 있을 때 주로 어떤 활동을 하나요? (모두 선택),,,,,,,현재 침실(안방)에 놓여 있는 가구와 물건은 무엇인가요? (모두 골라주세요),,,,,,,,,,침대를 고를 때 헤드보드 디자인이 구매 결정에 얼마나 영향을 미치나요?,현재 침대의 헤드보드는 어떤 형태로 되어 있나요?,헤드보드를 없이 침대를 사용하시는 이유는 무엇인가요?,헤드보드 없이 침대를 이용하시면서 불편했던 점은 무엇인가요?,현재 사용 중인 침대의 헤드보드는 ‘기대어 사용하기에 편안하다’고 느끼시나요?,"헤드보드가 기대어 사용하기 불편하다고(그렇지 않다고) 응답하신 경우,어떤 점이 가장 아쉬운가요? (모두 선택)",,,,,,"기대기 불편할 때, 보통 어떻게 보완해서 사용하시나요?",,,,,동의 여부,현재 거주 형태를 선택해주세요.,,성을 선택해주세요.,출생연도,추후 인터뷰 희망 여부,User_ID
115013880376,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,주 1–2회 정도,5–15분,,,,,,잠들기 전 휴식,,TV / 모니터,,화장대,,책상 / 작업 공간,옷장 / 드레스룸,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1987,아니오,1373014
115013880176,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,주 3–4회 정도,5–15분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,가습기,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,,,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1990,아니오,19231763
115013880110,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,주 1–2회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,,,,,화장대,협탁 (침대 옆 테이블),,,,,,,보통이다,나무/철제 등 (하드 타입),,,그렇지 않다,,,,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,물건을 올려두은 틈이 있어 기대기 부적합하다.,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1998,아니오,5810578
115013880451,3인 가구 (자녀 포함),가족(부모 등)과 거주 중,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,,,,전혀 중요하지 않음,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,빌라,,여성,1994,아니오,25660265
115013880406,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,"매일, 비교적 오랜 시간 사용한다",30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1996,아니오,4013072
115013880335,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,수납장,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,단독주택,,여성,1989,예,1804473
115013880005,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,,,,,,,"아이침대(슈퍼싱글사이즈),아이옷넣는 서랍",매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1992,아니오,2370113
115013879844,4인 이상 가구,결혼한 지 5년 이상,,"매일, 비교적 오랜 시간 사용한다",1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,노트북 작업 (업무 / 검색),,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1988,예,22024158
115013880311,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1986,예,2770443
115013880032,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,,,,,"조명, 가습기, 티슈케이스, 룸스프레이",매우 중요함,패브릭/쿠션 등 (소프트 타입),,,그렇지 않다,,각도가 불편하다,,,,,,쿠션을 추가로 둔다,,,,동의합니다,오피스텔,,여성,1992,아니오,16056345
115013880378,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1978,예,17225920
115013879778,4인 이상 가구,결혼한 지 5년 이상,,주 3–4회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,,,,,책상 / 작업 공간,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,,,오래 기대기엔 구조적으로 불안하다,,,쿠션을 추가로 둔다,벽에 기대어 앉는다,,,동의합니다,아파트,,여성,1983,예,25069747
115013880278,4인 이상 가구,가족(부모 등)과 거주 중,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,,,화장대,,,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,각도가 불편하다,,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,2005,예,15214259
115013880171,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,주 1–2회 정도,5–15분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,,,,,틈새수납장,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,,,,틈새수납이라 헤드역할만한다,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1993,예,7294819
115013879921,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,,,,전혀 중요하지 않음,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1978,아니오,2718524
115013880397,4인 이상 가구,결혼한 지 5년 이상,,주 3–4회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,,화장대,,,,,,"아기용품 (수유용품, 유아침대 등)",,별로 중요하지 않음,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,남성,1983,예,17587883
115013879614,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,화장대,,,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1967,예,7749240
115013880183,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,주 3–4회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,,,,,쿠션을 추가로 둔다,,,,동의합니다,단독주택,,여성,1975,예,16161840
115013879631,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,남성,1992,예,11940853
115013880104,4인 이상 가구,가족(부모 등)과 거주 중,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,책상 / 작업 공간,옷장 / 드레스룸,,,,,별로 중요하지 않음,패브릭/쿠션 등 (소프트 타입),,,그렇지 않다,,각도가 불편하다,,,오래 기대기엔 구조적으로 불안하다,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1996,예,5182083
115013880122,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,,보통이다,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1994,예,21689188
115013879806,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,보통이다,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,단독주택,,여성,1971,아니오,18980985
115013879951,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,"서랍장, 스툴",매우 중요함,없음(무헤드),좁은 방에서 답답해보이지 않고 미니멀한 느낌을 선호,없음,,,,,,,,,,,,,동의합니다,아파트,,여성,1998,예,3745426
115013880051,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,,,화장대,,,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1984,아니오,26175825
115013880007,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,5–15분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,노트북 작업 (업무 / 검색),,,,,,화장대,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,별로 중요하지 않음,없음(무헤드),강아지와 함께 사용중이라 매트리스만 사용,앉을 때 조금 불편함,,,,,,,,,,,,,동의합니다,단독주택,,여성,1983,예,19595853
115013880522,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,TV / 모니터,,,,,,,,,,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1995,예,4488889
115013880450,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,주 1–2회 정도,15–30분,,,독서,,,,,TV / 모니터,,,,,,,식물 / 인테리어 소품,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1996,예,21332500
115013880047,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,,,옷장 / 드레스룸,,식물 / 인테리어 소품,,수납용 및 인테리어용 사이드보드,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1983,예,51878
115013880089,4인 이상 가구,가족(부모 등)과 거주 중,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,,,,,,,"트롤리, 행거, 옷장, 스툴있어요",어느 정도 중요함,없음(무헤드),헤드보드 가격대가 비싸서..,헤드보드가 없어 허전한 느낌?,,,,,,,,,,,,,동의합니다,아파트,,여성,1997,아니오,20590560
115013880063,4인 이상 가구,기타(구체적으로 적어주세요),결혼한지 30년이상,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,,,식물 / 인테리어 소품,,피아노,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1968,아니오,26197865
115013879961,3인 가구 (자녀 포함),결혼한 지 3~5년,,거의 매일,5–15분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,그렇지 않다,,각도가 불편하다,,,,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,남성,1984,아니오,11755769
115013880352,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,쿠션을 추가로 둔다,벽에 기대어 앉는다,,,동의합니다,아파트,,여성,1983,예,22990003
115013880194,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,"매일, 비교적 오랜 시간 사용한다",1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,잠들기 전 휴식,,,,화장대,,,옷장 / 드레스룸,,,,침대,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,그냥 참고 사용한다,,동의합니다,아파트,,여성,1987,예,16453987
115013880083,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1982,아니오,17968123
115013880068,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),책상 / 작업 공간,,,,,슬라이딩 수납장 화이트 색상,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1994,아니오,17743348
115013880012,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,소파 / 1인용 의자,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1981,예,9188771
115013880342,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1989,아니오,745136
115013879700,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 3–4회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1971,예,15260343
115013879919,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,별로 중요하지 않음,없음(무헤드),굳이 필요하지않고 자리만 차지하는 것 같아서,아이가 벽에 발구르기를 한다는것,,,,,,,,,,,,,동의합니다,아파트,,여성,1984,예,15878254
115013879763,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,옷장 / 드레스룸,,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1975,예,18179092
115013880305,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,,소파 / 1인용 의자,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1987,예,2509015
115013880306,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,,,,,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,오피스텔,,여성,1987,예,9238326
115013880105,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,,,,,,베개를 여러 개 받친다,,,,,동의합니다,단독주택,,여성,1977,예,16932237
115013879882,2인 가구 (배우자 / 연인 / 친구 등),기타(구체적으로 적어주세요),중년부부 임,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1964,아니오,15393400
115013879907,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이내)",,거의 매일,5분 이내,,,,,,잠들기 전 휴식,,,,,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1991,예,25834888
115013880055,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,"서랍장, 스툴, 가습기, 제습기, 공기청정기",매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1983,예,4030125
115013879809,2인 가구 (배우자 / 연인 / 친구 등),기타(구체적으로 적어주세요),신혼집 입주 예정입니다:-) 1월 31일 본식 후 들어가용,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,,,,,식물 / 인테리어 소품,,저상형 침대 프레임,매우 중요함,없음(무헤드),깔끔함이 제일 중요하다고 생각합니다.,좋은점만 있고 불편한 점은 느낀적 없습니다.,,,,,,,,,,,,,동의합니다,아파트,,여성,1998,예,20283244
115013880408,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,주 1–2회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,화장대,,,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1995,예,11335468
115013880074,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,서랍장,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,쿠션감이 부족하다,,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1987,아니오,20582356
115013879680,4인 이상 가구,결혼한 지 5년 이상,,주 3–4회 정도,5–15분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,보통이다,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1980,예,6095102
115013880019,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 3–4회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1980,예,19460198
115013879881,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,,,,,책장,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1976,예,23040702
115013880119,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,거의 매일,5–15분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,,,,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1999,예,3314448
115013879996,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,잠들기 전 휴식,,,,,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,그렇지 않다,,,,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1993,예,20150073
115013879784,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,주 3–4회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,,,옷장 / 드레스룸,,,,,어느 정도 중요함,없음(무헤드),매트리스 구매할때 헤드보드 연결 불가한 제품이어서 헤드보드 없이 사용중..,기대고 싶은데 기댈곳이 없어서 딱딱한 벽에 기대는 중입니다.,,,,,,,,,,,,,동의합니다,아파트,,여성,1995,예,21600588
115013879883,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,,,옷장 / 드레스룸,,,,서랍장,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1982,예,8361061
115013879749,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,주 1–2회 정도,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,TV / 모니터,,화장대,,책상 / 작업 공간,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1988,예,1601169
115013880035,3인 가구 (자녀 포함),결혼한 지 5년 이상,,"매일, 비교적 오랜 시간 사용한다",1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,가습기,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1991,예,8561704
115013879971,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1990,아니오,8017163
115013879964,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,,,,협탁 (침대 옆 테이블),,,,,,,보통이다,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1989,예,19498035
115013880048,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,그렇지 않다,,각도가 불편하다,,,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1997,예,13125901
